Altitude/ft,time_pre/min,exercise_level,time_exposure/min,risk
36000,120,1,120,0.36
36000,120,1,130,0.4
36000,120,1,140,0.43
36000,120,1,150,0.46
36000,120,1,160,0.49
36000,120,1,170,0.52
36000,120,1,180,0.55
36000,120,1,190,0.57
36000,120,1,200,0.59
36000,120,1,210,0.62
36000,120,1,220,0.64
36000,120,1,230,0.66
36000,120,1,240,0.67
36000,140,1,10,0.01
36000,140,1,20,0.02
36000,140,1,30,0.04
36000,140,1,40,0.06
36000,140,1,50,0.09
36000,140,1,60,0.12
36000,140,1,70,0.15
36000,140,1,80,0.19
36000,140,1,90,0.22
36000,140,1,100,0.26
36000,140,1,110,0.29
36000,140,1,120,0.33
36000,140,1,130,0.36
36000,140,1,140,0.39
36000,140,1,150,0.42
36000,140,1,160,0.45
36000,140,1,170,0.48
36000,140,1,180,0.51
36000,140,1,190,0.53
36000,140,1,200,0.56
36000,140,1,210,0.58
36000,140,1,220,0.6
36000,140,1,230,0.62
36000,140,1,240,0.64
36000,160,1,10,0
36000,160,1,20,0.02
36000,160,1,30,0.03
36000,160,1,40,0.05
36000,160,1,50,0.08
36000,160,1,60,0.1
36000,160,1,70,0.13
36000,160,1,80,0.16
36000,160,1,90,0.2
36000,160,1,100,0.23
36000,160,1,110,0.26
36000,160,1,120,0.29
36000,160,1,130,0.33
36000,160,1,140,0.36
36000,160,1,150,0.39
36000,160,1,160,0.42
36000,160,1,170,0.44
36000,160,1,180,0.47
36000,160,1,190,0.5
36000,160,1,200,0.52
36000,160,1,210,0.54
36000,160,1,220,0.56
36000,160,1,230,0.59
36000,160,1,240,0.6
36000,180,1,10,0
36000,180,1,20,0.01
36000,180,1,30,0.03
36000,180,1,40,0.04
36000,180,1,50,0.07
36000,180,1,60,0.09
36000,180,1,70,0.12
36000,180,1,80,0.14
36000,180,1,90,0.17
36000,180,1,100,0.2
36000,180,1,110,0.23
36000,180,1,120,0.26
36000,180,1,130,0.29
36000,180,1,140,0.32
36000,180,1,150,0.35
36000,180,1,160,0.38
36000,180,1,170,0.41
36000,180,1,180,0.43
36000,180,1,190,0.46
36000,180,1,200,0.48
36000,180,1,210,0.51
36000,180,1,220,0.53
36000,180,1,230,0.55
36000,180,1,240,0.57
36000,200,1,10,0
36000,200,1,20,0.01
36000,200,1,30,0.02
36000,200,1,40,0.04
36000,200,1,50,0.06
36000,200,1,60,0.08
36000,200,1,70,0.1
36000,200,1,80,0.13
36000,200,1,90,0.15
36000,200,1,100,0.18
36000,200,1,110,0.21
36000,200,1,120,0.24
36000,200,1,130,0.26
36000,200,1,140,0.29
36000,200,1,150,0.32
36000,200,1,160,0.35
36000,200,1,170,0.37
36000,200,1,180,0.4
36000,200,1,190,0.42
36000,200,1,200,0.45
36000,200,1,210,0.47
36000,200,1,220,0.49
36000,200,1,230,0.51
36000,200,1,240,0.53
36000,220,1,10,0
36000,220,1,20,0.01
36000,220,1,30,0.02
36000,220,1,40,0.03
36000,220,1,50,0.05
36000,220,1,60,0.07
36000,220,1,70,0.09
36000,220,1,80,0.11
36000,220,1,90,0.13
36000,220,1,100,0.16
36000,220,1,110,0.18
36000,220,1,120,0.21
36000,220,1,130,0.24
36000,220,1,140,0.26
36000,220,1,150,0.29
36000,220,1,160,0.31
36000,220,1,170,0.34
36000,220,1,180,0.36
36000,220,1,190,0.39
36000,220,1,200,0.41
36000,220,1,210,0.43
36000,220,1,220,0.45
36000,220,1,230,0.47
36000,220,1,240,0.49
36000,240,1,10,0
36000,240,1,20,0.01
36000,240,1,30,0.02
36000,240,1,40,0.03
36000,240,1,50,0.04
36000,240,1,60,0.06
36000,240,1,70,0.08
36000,240,1,80,0.1
36000,240,1,90,0.12
36000,240,1,100,0.14
36000,240,1,110,0.16
36000,240,1,120,0.19
36000,240,1,130,0.21
36000,240,1,140,0.23
36000,240,1,150,0.26
36000,240,1,160,0.28
36000,240,1,170,0.3
36000,240,1,180,0.33
36000,240,1,190,0.35
36000,240,1,200,0.37
36000,240,1,210,0.39
36000,240,1,220,0.41
36000,240,1,230,0.44
36000,240,1,240,0.46
38000,0,1,10,0.02
38000,0,1,20,0.06
38000,0,1,30,0.12
38000,0,1,40,0.19
38000,0,1,50,0.26
38000,0,1,60,0.33
38000,0,1,70,0.4
38000,0,1,80,0.46
38000,0,1,90,0.52
38000,0,1,100,0.56
38000,0,1,110,0.61
38000,0,1,120,0.65
38000,0,1,130,0.68
38000,0,1,140,0.71
38000,0,1,150,0.73
38000,0,1,160,0.76
38000,0,1,170,0.78
38000,0,1,180,0.8
38000,0,1,190,0.81
38000,0,1,200,0.83
38000,0,1,210,0.84
38000,0,1,220,0.85
38000,0,1,230,0.86
38000,0,1,240,0.87
38000,20,1,10,0.02
38000,20,1,20,0.05
38000,20,1,30,0.11
38000,20,1,40,0.17
38000,20,1,50,0.23
38000,20,1,60,0.3
38000,20,1,70,0.36
38000,20,1,80,0.42
38000,20,1,90,0.48
38000,20,1,100,0.53
38000,20,1,110,0.57
38000,20,1,120,0.61
38000,20,1,130,0.65
38000,20,1,140,0.68
38000,20,1,150,0.7
38000,20,1,160,0.73
38000,20,1,170,0.75
38000,20,1,180,0.77
38000,20,1,190,0.79
38000,20,1,200,0.8
38000,20,1,210,0.82
38000,20,1,220,0.83
38000,20,1,230,0.84
38000,20,1,240,0.85
38000,40,1,10,0.01
38000,40,1,20,0.05
38000,40,1,30,0.09
38000,40,1,40,0.15
38000,40,1,50,0.21
38000,40,1,60,0.27
38000,40,1,70,0.33
38000,40,1,80,0.39
38000,40,1,90,0.44
38000,40,1,100,0.49
38000,40,1,110,0.53
38000,40,1,120,0.57
38000,40,1,130,0.61
38000,40,1,140,0.64
38000,40,1,150,0.67
38000,40,1,160,0.7
38000,40,1,170,0.72
38000,40,1,180,0.74
38000,40,1,190,0.76
38000,40,1,200,0.78
38000,40,1,210,0.79
38000,40,1,220,0.81
38000,40,1,230,0.82
38000,40,1,240,0.83
38000,60,1,10,0.01
38000,60,1,20,0.04
38000,60,1,30,0.08
38000,60,1,40,0.13
38000,60,1,50,0.18
38000,60,1,60,0.24
38000,60,1,70,0.3
38000,60,1,80,0.35
38000,60,1,90,0.4
38000,60,1,100,0.45
38000,60,1,110,0.5
38000,60,1,120,0.54
38000,60,1,130,0.57
38000,60,1,140,0.61
38000,60,1,150,0.64
38000,60,1,160,0.67
38000,60,1,170,0.69
38000,60,1,180,0.71
38000,60,1,190,0.73
38000,60,1,200,0.75
38000,60,1,210,0.77
38000,60,1,220,0.78
38000,60,1,230,0.8
38000,60,1,240,0.81
38000,80,1,10,0.01
38000,80,1,20,0.04
38000,80,1,30,0.07
38000,80,1,40,0.11
38000,80,1,50,0.16
38000,80,1,60,0.21
38000,80,1,70,0.27
38000,80,1,80,0.32
38000,80,1,90,0.37
38000,80,1,100,0.41
38000,80,1,110,0.46
38000,80,1,120,0.5
38000,80,1,130,0.54
38000,80,1,140,0.57
38000,80,1,150,0.6
38000,80,1,160,0.63
38000,80,1,170,0.66
38000,80,1,180,0.68
38000,80,1,190,0.7
38000,80,1,200,0.72
38000,80,1,210,0.74
38000,80,1,220,0.76
38000,80,1,230,0.77
38000,80,1,240,0.79
38000,100,1,10,0.01
38000,100,1,20,0.03
38000,100,1,30,0.06
38000,100,1,40,0.1
38000,100,1,50,0.14
38000,100,1,60,0.19
38000,100,1,70,0.24
38000,100,1,80,0.29
38000,100,1,90,0.33
38000,100,1,100,0.38
38000,100,1,110,0.42
38000,100,1,120,0.46
38000,100,1,130,0.5
38000,100,1,140,0.53
38000,100,1,150,0.57
38000,100,1,160,0.59
38000,100,1,170,0.62
38000,100,1,180,0.65
38000,100,1,190,0.67
38000,100,1,200,0.69
38000,100,1,210,0.71
38000,100,1,220,0.73
38000,100,1,230,0.74
38000,100,1,240,0.76
38000,120,1,10,0.01
38000,120,1,20,0.03
38000,120,1,30,0.05
38000,120,1,40,0.09
38000,120,1,50,0.13
38000,120,1,60,0.17
38000,120,1,70,0.21
38000,120,1,80,0.26
38000,120,1,90,0.3
38000,120,1,100,0.34
38000,120,1,110,0.39
38000,120,1,120,0.42
38000,120,1,130,0.46
38000,120,1,140,0.5
38000,120,1,150,0.53
38000,120,1,160,0.56
38000,120,1,170,0.59
38000,120,1,180,0.61
38000,120,1,190,0.64
38000,120,1,200,0.66
38000,120,1,210,0.68
38000,120,1,220,0.7
38000,120,1,230,0.71
38000,120,1,240,0.73
38000,140,1,10,0.01
38000,140,1,20,0.02
38000,140,1,30,0.05
38000,140,1,40,0.08
38000,140,1,50,0.11
38000,140,1,60,0.15
38000,140,1,70,0.19
38000,140,1,80,0.23
38000,140,1,90,0.27
38000,140,1,100,0.31
38000,140,1,110,0.35
38000,140,1,120,0.39
38000,140,1,130,0.42
38000,140,1,140,0.46
38000,140,1,150,0.49
38000,140,1,160,0.52
38000,140,1,170,0.55
38000,140,1,180,0.58
38000,140,1,190,0.6
38000,140,1,200,0.62
38000,140,1,210,0.64
38000,140,1,220,0.66
38000,140,1,230,0.68
38000,140,1,240,0.7
38000,160,1,10,0.01
38000,160,1,20,0.02
38000,160,1,30,0.04
38000,160,1,40,0.07
38000,160,1,50,0.1
38000,160,1,60,0.13
38000,160,1,70,0.17
38000,160,1,80,0.2
38000,160,1,90,0.24
38000,160,1,100,0.28
38000,160,1,110,0.32
38000,160,1,120,0.35
38000,160,1,130,0.39
38000,160,1,140,0.42
38000,160,1,150,0.45
38000,160,1,160,0.48
38000,160,1,170,0.51
38000,160,1,180,0.54
38000,160,1,190,0.56
38000,160,1,200,0.59
38000,160,1,210,0.61
38000,160,1,220,0.63
38000,160,1,230,0.65
38000,160,1,240,0.67
38000,180,1,10,0.01
38000,180,1,20,0.02
38000,180,1,30,0.03
38000,180,1,40,0.06
38000,180,1,50,0.08
38000,180,1,60,0.11
38000,180,1,70,0.15
38000,180,1,80,0.18
38000,180,1,90,0.21
38000,180,1,100,0.25
38000,180,1,110,0.28
38000,180,1,120,0.32
38000,180,1,130,0.35
38000,180,1,140,0.38
38000,180,1,150,0.42
38000,180,1,160,0.45
38000,180,1,170,0.47
38000,180,1,180,0.5
38000,180,1,190,0.53
38000,180,1,200,0.55
38000,180,1,210,0.57
38000,180,1,220,0.59
38000,180,1,230,0.61
38000,180,1,240,0.63
38000,200,1,10,0
38000,200,1,20,0.01
38000,200,1,30,0.03
38000,200,1,40,0.05
38000,200,1,50,0.07
38000,200,1,60,0.1
38000,200,1,70,0.13
38000,200,1,80,0.16
38000,200,1,90,0.19
38000,200,1,100,0.22
38000,200,1,110,0.26
38000,200,1,120,0.29
38000,200,1,130,0.32
38000,200,1,140,0.35
38000,200,1,150,0.38
38000,200,1,160,0.41
38000,200,1,170,0.44
38000,200,1,180,0.46
38000,200,1,190,0.49
38000,200,1,200,0.51
38000,200,1,210,0.53
38000,200,1,220,0.56
38000,200,1,230,0.58
38000,200,1,240,0.6
38000,220,1,10,0
38000,220,1,20,0.01
38000,220,1,30,0.03
38000,220,1,40,0.04
38000,220,1,50,0.06
38000,220,1,60,0.09
38000,220,1,70,0.11
38000,220,1,80,0.14
38000,220,1,90,0.17
38000,220,1,100,0.2
38000,220,1,110,0.23
38000,220,1,120,0.26
38000,220,1,130,0.29
38000,220,1,140,0.32
38000,220,1,150,0.34
38000,220,1,160,0.37
38000,220,1,170,0.4
38000,220,1,180,0.43
38000,220,1,190,0.45
38000,220,1,200,0.47
38000,220,1,210,0.5
38000,220,1,220,0.52
38000,220,1,230,0.54
38000,220,1,240,0.56
38000,240,1,10,0
38000,240,1,20,0.01
38000,240,1,30,0.02
38000,240,1,40,0.04
38000,240,1,50,0.06
38000,240,1,60,0.08
38000,240,1,70,0.1
38000,240,1,80,0.12
38000,240,1,90,0.15
38000,240,1,100,0.17
38000,240,1,110,0.2
38000,240,1,120,0.23
38000,240,1,130,0.26
38000,240,1,140,0.28
38000,240,1,150,0.31
38000,240,1,160,0.34
38000,240,1,170,0.36
38000,240,1,180,0.39
38000,240,1,190,0.41
38000,240,1,200,0.44
38000,240,1,210,0.46
38000,240,1,220,0.48
38000,240,1,230,0.5
38000,240,1,240,0.52
40000,0,1,10,0.03
40000,0,1,20,0.08
40000,0,1,30,0.15
40000,0,1,40,0.24
40000,0,1,50,0.32
40000,0,1,60,0.4
40000,0,1,70,0.47
40000,0,1,80,0.53
40000,0,1,90,0.58
40000,0,1,100,0.63
40000,0,1,110,0.67
40000,0,1,120,0.7
40000,0,1,130,0.73
40000,0,1,140,0.76
40000,0,1,150,0.78
40000,0,1,160,0.8
40000,0,1,170,0.82
40000,0,1,180,0.84
40000,0,1,190,0.85
40000,0,1,200,0.86
40000,0,1,210,0.87
40000,0,1,220,0.88
40000,0,1,230,0.89
40000,0,1,240,0.9
40000,20,1,10,0.02
40000,20,1,20,0.07
40000,20,1,30,0.14
40000,20,1,40,0.21
40000,20,1,50,0.29
40000,20,1,60,0.36
40000,20,1,70,0.43
40000,20,1,80,0.49
40000,20,1,90,0.54
40000,20,1,100,0.59
40000,20,1,110,0.64
40000,20,1,120,0.67
40000,20,1,130,0.7
40000,20,1,140,0.73
40000,20,1,150,0.76
40000,20,1,160,0.78
40000,20,1,170,0.8
40000,20,1,180,0.81
40000,20,1,190,0.83
40000,20,1,200,0.84
40000,20,1,210,0.85
40000,20,1,220,0.86
40000,20,1,230,0.87
40000,20,1,240,0.88
40000,40,1,10,0.02
40000,40,1,20,0.06
40000,40,1,30,0.12
40000,40,1,40,0.19
40000,40,1,50,0.26
40000,40,1,60,0.33
40000,40,1,70,0.39
40000,40,1,80,0.45
40000,40,1,90,0.51
40000,40,1,100,0.56
40000,40,1,110,0.6
40000,40,1,120,0.64
40000,40,1,130,0.67
40000,40,1,140,0.7
40000,40,1,150,0.73
40000,40,1,160,0.75
40000,40,1,170,0.77
40000,40,1,180,0.79
40000,40,1,190,0.81
40000,40,1,200,0.82
40000,40,1,210,0.83
40000,40,1,220,0.85
40000,40,1,230,0.86
40000,40,1,240,0.87
40000,60,1,10,0.02
40000,60,1,20,0.05
40000,60,1,30,0.1
40000,60,1,40,0.16
40000,60,1,50,0.23
40000,60,1,60,0.29
40000,60,1,70,0.36
40000,60,1,80,0.42
40000,60,1,90,0.47
40000,60,1,100,0.52
40000,60,1,110,0.56
40000,60,1,120,0.6
40000,60,1,130,0.64
40000,60,1,140,0.67
40000,60,1,150,0.7
40000,60,1,160,0.72
40000,60,1,170,0.74
40000,60,1,180,0.76
40000,60,1,190,0.78
40000,60,1,200,0.8
40000,60,1,210,0.81
40000,60,1,220,0.83
40000,60,1,230,0.84
40000,60,1,240,0.85
40000,80,1,10,0.01
40000,80,1,20,0.05
40000,80,1,30,0.09
40000,80,1,40,0.14
40000,80,1,50,0.2
40000,80,1,60,0.26
40000,80,1,70,0.32
40000,80,1,80,0.38
40000,80,1,90,0.43
40000,80,1,100,0.48
40000,80,1,110,0.53
40000,80,1,120,0.57
40000,80,1,130,0.6
40000,80,1,140,0.63
40000,80,1,150,0.66
40000,80,1,160,0.69
40000,80,1,170,0.71
40000,80,1,180,0.74
40000,80,1,190,0.75
40000,80,1,200,0.77
40000,80,1,210,0.79
40000,80,1,220,0.8
40000,80,1,230,0.82
40000,80,1,240,0.83
40000,100,1,10,0.01
40000,100,1,20,0.04
40000,100,1,30,0.08
40000,100,1,40,0.13
40000,100,1,50,0.18
40000,100,1,60,0.24
40000,100,1,70,0.29
40000,100,1,80,0.34
40000,100,1,90,0.4
40000,100,1,100,0.44
40000,100,1,110,0.49
40000,100,1,120,0.53
40000,100,1,130,0.57
40000,100,1,140,0.6
40000,100,1,150,0.63
40000,100,1,160,0.66
40000,100,1,170,0.68
40000,100,1,180,0.71
40000,100,1,190,0.73
40000,100,1,200,0.74
40000,100,1,210,0.76
40000,100,1,220,0.78
40000,100,1,230,0.79
40000,100,1,240,0.8
40000,120,1,10,0.01
40000,120,1,20,0.03
40000,120,1,30,0.07
40000,120,1,40,0.11
40000,120,1,50,0.16
40000,120,1,60,0.21
40000,120,1,70,0.26
40000,120,1,80,0.31
40000,120,1,90,0.36
40000,120,1,100,0.41
40000,120,1,110,0.45
40000,120,1,120,0.49
40000,120,1,130,0.53
40000,120,1,140,0.56
40000,120,1,150,0.59
40000,120,1,160,0.62
40000,120,1,170,0.65
40000,120,1,180,0.67
40000,120,1,190,0.69
40000,120,1,200,0.71
40000,120,1,210,0.73
40000,120,1,220,0.75
40000,120,1,230,0.77
40000,120,1,240,0.78
40000,140,1,10,0.01
40000,140,1,20,0.03
40000,140,1,30,0.06
40000,140,1,40,0.1
40000,140,1,50,0.14
40000,140,1,60,0.19
40000,140,1,70,0.23
40000,140,1,80,0.28
40000,140,1,90,0.33
40000,140,1,100,0.37
40000,140,1,110,0.41
40000,140,1,120,0.45
40000,140,1,130,0.49
40000,140,1,140,0.52
40000,140,1,150,0.56
40000,140,1,160,0.59
40000,140,1,170,0.61
40000,140,1,180,0.64
40000,140,1,190,0.66
40000,140,1,200,0.68
40000,140,1,210,0.7
40000,140,1,220,0.72
40000,140,1,230,0.74
40000,140,1,240,0.75
40000,160,1,10,0.01
40000,160,1,20,0.03
40000,160,1,30,0.05
40000,160,1,40,0.08
40000,160,1,50,0.12
40000,160,1,60,0.16
40000,160,1,70,0.21
40000,160,1,80,0.25
40000,160,1,90,0.29
40000,160,1,100,0.34
40000,160,1,110,0.38
40000,160,1,120,0.42
40000,160,1,130,0.45
40000,160,1,140,0.49
40000,160,1,150,0.52
40000,160,1,160,0.55
40000,160,1,170,0.58
40000,160,1,180,0.6
40000,160,1,190,0.63
40000,160,1,200,0.65
40000,160,1,210,0.67
40000,160,1,220,0.69
40000,160,1,230,0.71
40000,160,1,240,0.72
40000,180,1,10,0.01
40000,180,1,20,0.02
40000,180,1,30,0.04
40000,180,1,40,0.07
40000,180,1,50,0.11
40000,180,1,60,0.14
40000,180,1,70,0.18
40000,180,1,80,0.22
40000,180,1,90,0.26
40000,180,1,100,0.3
40000,180,1,110,0.34
40000,180,1,120,0.38
40000,180,1,130,0.42
40000,180,1,140,0.45
40000,180,1,150,0.48
40000,180,1,160,0.51
40000,180,1,170,0.54
40000,180,1,180,0.57
40000,180,1,190,0.59
40000,180,1,200,0.61
40000,180,1,210,0.64
40000,180,1,220,0.66
40000,180,1,230,0.67
40000,180,1,240,0.69
40000,200,1,10,0.01
40000,200,1,20,0.02
40000,200,1,30,0.04
40000,200,1,40,0.06
40000,200,1,50,0.09
40000,200,1,60,0.13
40000,200,1,70,0.16
40000,200,1,80,0.2
40000,200,1,90,0.24
40000,200,1,100,0.27
40000,200,1,110,0.31
40000,200,1,120,0.34
40000,200,1,130,0.38
40000,200,1,140,0.41
40000,200,1,150,0.44
40000,200,1,160,0.47
40000,200,1,170,0.5
40000,200,1,180,0.53
40000,200,1,190,0.55
40000,200,1,200,0.58
40000,200,1,210,0.6
40000,200,1,220,0.62
40000,200,1,230,0.64
40000,200,1,240,0.66
40000,220,1,10,0
40000,220,1,20,0.02
40000,220,1,30,0.03
40000,220,1,40,0.06
40000,220,1,50,0.08
40000,220,1,60,0.11
40000,220,1,70,0.14
40000,220,1,80,0.18
40000,220,1,90,0.21
40000,220,1,100,0.24
40000,220,1,110,0.28
40000,220,1,120,0.31
40000,220,1,130,0.34
40000,220,1,140,0.38
40000,220,1,150,0.41
40000,220,1,160,0.44
40000,220,1,170,0.47
40000,220,1,180,0.49
40000,220,1,190,0.52
40000,220,1,200,0.54
40000,220,1,210,0.56
40000,220,1,220,0.59
40000,220,1,230,0.61
40000,220,1,240,0.62
40000,240,1,10,0
40000,240,1,20,0.01
40000,240,1,30,0.03
40000,240,1,40,0.05
40000,240,1,50,0.07
40000,240,1,60,0.1
40000,240,1,70,0.12
40000,240,1,80,0.15
40000,240,1,90,0.19
40000,240,1,100,0.22
40000,240,1,110,0.25
40000,240,1,120,0.28
40000,240,1,130,0.31
40000,240,1,140,0.34
40000,240,1,150,0.37
40000,240,1,160,0.4
40000,240,1,170,0.43
40000,240,1,180,0.45
40000,240,1,190,0.48
40000,240,1,200,0.5
40000,240,1,210,0.53
40000,240,1,220,0.55
40000,240,1,230,0.57
40000,240,1,240,0.59
18000,0,2,10,0
18000,0,2,20,0
18000,0,2,30,0
18000,0,2,40,0
18000,0,2,50,0
18000,0,2,60,0
18000,0,2,70,0.01
18000,0,2,80,0.01
18000,0,2,90,0.01
18000,0,2,100,0.01
18000,0,2,110,0.01
18000,0,2,120,0.01
18000,0,2,130,0.01
18000,0,2,140,0.01
18000,0,2,150,0.02
18000,0,2,160,0.02
18000,0,2,170,0.02
18000,0,2,180,0.02
18000,0,2,190,0.02
18000,0,2,200,0.02
18000,0,2,210,0.02
18000,0,2,220,0.03
18000,0,2,230,0.03
18000,0,2,240,0.03
18000,20,2,10,0
18000,20,2,20,0
18000,20,2,30,0
18000,20,2,40,0
18000,20,2,50,0
18000,20,2,60,0
18000,20,2,70,0
18000,20,2,80,0
18000,20,2,90,0
18000,20,2,100,0
18000,20,2,110,0
18000,20,2,120,0
18000,20,2,130,0
18000,20,2,140,0.01
18000,20,2,150,0.01
18000,20,2,160,0.01
18000,20,2,170,0.01
18000,20,2,180,0.01
18000,20,2,190,0.01
18000,20,2,200,0.01
18000,20,2,210,0.01
18000,20,2,220,0.01
18000,20,2,230,0.01
18000,20,2,240,0.01
18000,30,2,10,0
18000,30,2,20,0
18000,30,2,30,0
18000,30,2,40,0
18000,30,2,50,0
18000,30,2,60,0
18000,30,2,70,0
18000,30,2,80,0
18000,30,2,90,0
18000,30,2,100,0
18000,30,2,110,0
18000,30,2,120,0
18000,30,2,130,0
18000,30,2,140,0
18000,30,2,150,0
18000,30,2,160,0
18000,30,2,170,0
18000,30,2,180,0
18000,30,2,190,0
18000,30,2,200,0.01
18000,30,2,210,0.01
18000,30,2,220,0.01
18000,30,2,230,0.01
18000,30,2,240,0.01
18000,75,2,10,0
18000,75,2,20,0
18000,75,2,30,0
18000,75,2,40,0
18000,75,2,50,0
18000,75,2,60,0
18000,75,2,70,0
18000,75,2,80,0
18000,75,2,90,0
18000,75,2,100,0
18000,75,2,110,0
18000,75,2,120,0
18000,75,2,130,0
18000,75,2,140,0
18000,75,2,150,0
18000,75,2,160,0
18000,75,2,170,0
18000,75,2,180,0
18000,75,2,190,0
18000,75,2,200,0.01
18000,75,2,210,0.01
18000,75,2,220,0.01
18000,75,2,230,0.01
18000,75,2,240,0.01
20000,0,2,10,0
20000,0,2,20,0
20000,0,2,30,0.01
20000,0,2,40,0.01
20000,0,2,50,0.01
20000,0,2,60,0.01
20000,0,2,70,0.02
20000,0,2,80,0.02
20000,0,2,90,0.02
20000,0,2,100,0.03
20000,0,2,110,0.03
20000,0,2,120,0.04
20000,0,2,130,0.04
20000,0,2,140,0.04
20000,0,2,150,0.05
20000,0,2,160,0.05
20000,0,2,170,0.06
20000,0,2,180,0.06
20000,0,2,190,0.07
20000,0,2,200,0.07
20000,0,2,210,0.08
20000,0,2,220,0.08
20000,0,2,230,0.09
20000,0,2,240,0.09
20000,20,2,10,0
20000,20,2,20,0
20000,20,2,30,0
20000,20,2,40,0
20000,20,2,50,0
20000,20,2,60,0
20000,20,2,70,0.01
20000,20,2,80,0.01
20000,20,2,90,0.01
20000,20,2,100,0.01
20000,20,2,110,0.01
20000,20,2,120,0.01
20000,20,2,130,0.01
20000,20,2,140,0.02
20000,20,2,150,0.02
20000,20,2,160,0.02
20000,20,2,170,0.02
20000,20,2,180,0.02
20000,20,2,190,0.02
20000,20,2,200,0.03
20000,20,2,210,0.03
20000,20,2,220,0.03
20000,20,2,230,0.03
20000,20,2,240,0.03
20000,40,2,10,0
20000,40,2,20,0
20000,40,2,30,0
20000,40,2,40,0
20000,40,2,50,0
20000,40,2,60,0
20000,40,2,70,0
20000,40,2,80,0
20000,40,2,90,0
20000,40,2,100,0
20000,40,2,110,0
20000,40,2,120,0
20000,40,2,130,0.01
20000,40,2,140,0.01
20000,40,2,150,0.01
20000,40,2,160,0.01
20000,40,2,170,0.01
20000,40,2,180,0.01
20000,40,2,190,0.01
20000,40,2,200,0.01
20000,40,2,210,0.01
20000,40,2,220,0.01
20000,40,2,230,0.01
20000,40,2,240,0.01
20000,60,2,10,0
20000,60,2,20,0
20000,60,2,30,0
20000,60,2,40,0
20000,60,2,50,0
20000,60,2,60,0
20000,60,2,70,0
20000,60,2,80,0
20000,60,2,90,0
20000,60,2,100,0
20000,60,2,110,0
20000,60,2,120,0
20000,60,2,130,0
20000,60,2,140,0
20000,60,2,150,0
20000,60,2,160,0
20000,60,2,170,0
20000,60,2,180,0
20000,60,2,190,0
20000,60,2,200,0
20000,60,2,210,0
20000,60,2,220,0
20000,60,2,230,0
20000,60,2,240,0
22000,0,2,10,0
22000,0,2,20,0.01
22000,0,2,30,0.02
22000,0,2,40,0.02
22000,0,2,50,0.03
22000,0,2,60,0.04
22000,0,2,70,0.05
22000,0,2,80,0.06
22000,0,2,90,0.07
22000,0,2,100,0.09
22000,0,2,110,0.1
22000,0,2,120,0.11
22000,0,2,130,0.12
22000,0,2,140,0.13
22000,0,2,150,0.14
22000,0,2,160,0.15
22000,0,2,170,0.17
22000,0,2,180,0.18
22000,0,2,190,0.19
22000,0,2,200,0.2
22000,0,2,210,0.21
22000,0,2,220,0.22
22000,0,2,230,0.24
22000,0,2,240,0.25
22000,20,2,10,0
22000,20,2,20,0
22000,20,2,30,0.01
22000,20,2,40,0.01
22000,20,2,50,0.01
22000,20,2,60,0.02
22000,20,2,70,0.02
22000,20,2,80,0.02
22000,20,2,90,0.03
22000,20,2,100,0.03
22000,20,2,110,0.04
22000,20,2,120,0.04
22000,20,2,130,0.05
22000,20,2,140,0.05
22000,20,2,150,0.06
22000,20,2,160,0.06
22000,20,2,170,0.07
22000,20,2,180,0.07
22000,20,2,190,0.08
22000,20,2,200,0.08
22000,20,2,210,0.09
22000,20,2,220,0.09
22000,20,2,230,0.1
22000,20,2,240,0.1
22000,40,2,10,0
22000,40,2,20,0
22000,40,2,30,0
22000,40,2,40,0
22000,40,2,50,0
22000,40,2,60,0.01
22000,40,2,70,0.01
22000,40,2,80,0.01
22000,40,2,90,0.01
22000,40,2,100,0.01
22000,40,2,110,0.01
22000,40,2,120,0.01
22000,40,2,130,0.02
22000,40,2,140,0.02
22000,40,2,150,0.02
22000,40,2,160,0.02
22000,40,2,170,0.02
22000,40,2,180,0.03
22000,40,2,190,0.03
22000,40,2,200,0.03
22000,40,2,210,0.03
22000,40,2,220,0.04
22000,40,2,230,0.04
22000,40,2,240,0.04
22000,60,2,10,0
22000,60,2,20,0
22000,60,2,30,0
22000,60,2,40,0
22000,60,2,50,0
22000,60,2,60,0
22000,60,2,70,0
22000,60,2,80,0
22000,60,2,90,0
22000,60,2,100,0
22000,60,2,110,0
22000,60,2,120,0.01
22000,60,2,130,0.01
22000,60,2,140,0.01
22000,60,2,150,0.01
22000,60,2,160,0.01
22000,60,2,170,0.01
22000,60,2,180,0.01
22000,60,2,190,0.01
22000,60,2,200,0.01
22000,60,2,210,0.01
22000,60,2,220,0.01
22000,60,2,230,0.01
22000,60,2,240,0.01
22000,80,2,10,0
22000,80,2,20,0
22000,80,2,30,0
22000,80,2,40,0
22000,80,2,50,0
22000,80,2,60,0
22000,80,2,70,0
22000,80,2,80,0
22000,80,2,90,0
22000,80,2,100,0
22000,80,2,110,0
22000,80,2,120,0
22000,80,2,130,0
22000,80,2,140,0
22000,80,2,150,0
22000,80,2,160,0
22000,80,2,170,0
22000,80,2,180,0
22000,80,2,190,0
22000,80,2,200,0
22000,80,2,210,0
22000,80,2,220,0
22000,80,2,230,0
22000,80,2,240,0.01
24000,0,2,10,0.01
24000,0,2,20,0.04
24000,0,2,30,0.07
24000,0,2,40,0.11
24000,0,2,50,0.14
